ID_COTIZACION,ID_CENTRO_EMIS,NUM_POLIZA,POLIZA,ID_PRODUCTO,PRODUCTO,CUANTOS,PLAZO_PAGO,TIPO,VIGENCIA
159076,101,2521,101-0000002521-01,1399,VIDA GRUPO SIN DIVIDENDOS PARA DEUDORES DIVERSOS,546,1,Años,1
158094,101,2229,101-0000002229-01,1488,VIDA GRUPO TEMP A 1 AÑO EXP PROPIA,"1,255",1,Años,1
158343,101,658,101-0000000658-07,1499,VIDA GRUPO EXPERIENCIA GLOBAL 2020,29,1,Años,1
160111,101,658,101-0000000658-08,1499,VIDA GRUPO EXPERIENCIA GLOBAL 2020,44,1,Años,1
160108,101,4219,101-0000004219-00,1499,VIDA GRUPO EXPERIENCIA GLOBAL 2020,11,1,Años,1
160104,101,4217,101-0000004217-00,1499,VIDA GRUPO EXPERIENCIA GLOBAL 2020,16,1,Años,1
160077,101,2266,101-0000002266-02,1499,VIDA GRUPO EXPERIENCIA GLOBAL 2020,164,1,Años,1
160250,101,4309,101-0000004309-02,1499,VIDA GRUPO EXPERIENCIA GLOBAL 2020,82,1,Años,1
160247,101,4307,101-0000004307-00,1499,VIDA GRUPO EXPERIENCIA GLOBAL 2020,271,1,Años,1
158358,101,1122,101-0000001122-04,1499,VIDA GRUPO EXPERIENCIA GLOBAL 2020,9,1,Años,1
160240,101,1122,101-0000001122-05,1499,VIDA GRUPO EXPERIENCIA GLOBAL 2020,8,1,Años,1
160237,101,4300,101-0000004300-00,1499,VIDA GRUPO EXPERIENCIA GLOBAL 2020,20,1,Años,1
160142,101,3153,101-0000003153-01,1499,VIDA GRUPO EXPERIENCIA GLOBAL 2020,74,1,Años,1
158751,101,2361,101-0000002361-01,1484,VIDA GRUPO EXPERIENCIA GLOBAL,727,1,Años,1
160251,101,4310,101-0000004310-00,1499,VIDA GRUPO EXPERIENCIA GLOBAL 2020,170,1,Años,1
159375,101,1295,101-0000001295-04,1399,VIDA GRUPO SIN DIVIDENDOS PARA DEUDORES DIVERSOS,"1,217",1,Años,1
159086,101,2523,101-0000002523-01,1399,VIDA GRUPO SIN DIVIDENDOS PARA DEUDORES DIVERSOS,664,1,Años,1
159558,101,1298,101-0000001298-04,1399,VIDA GRUPO SIN DIVIDENDOS PARA DEUDORES DIVERSOS,21,1,Años,1
159848,101,2229,101-0000002229-02,1488,VIDA GRUPO TEMP A 1 AÑO EXP PROPIA,"1,615",1,Años,1
158816,101,813,101-0000000813-06,1399,VIDA GRUPO SIN DIVIDENDOS PARA DEUDORES DIVERSOS,65,1,Años,1
159352,101,2059,101-0000002059-02,1399,VIDA GRUPO SIN DIVIDENDOS PARA DEUDORES DIVERSOS,27,1,Años,1
160029,101,1110,101-0000001110-05,1499,VIDA GRUPO EXPERIENCIA GLOBAL 2020,135,1,Años,1
158914,101,2448,101-0000002448-02,1498,VIDA GRUPO SIN DIVIDENDOS PARA DEUDORES.DIV.C/FUN,"48,432",1,Años,1
159471,101,1274,101-0000001274-04,1499,VIDA GRUPO EXPERIENCIA GLOBAL 2020,55,1,Años,1
160130,101,2220,101-0000002220-02,1499,VIDA GRUPO EXPERIENCIA GLOBAL 2020,15,1,Años,1
158697,101,3325,101-0000003325-00,1499,VIDA GRUPO EXPERIENCIA GLOBAL 2020,21,1,Años,1
160092,101,1719,101-0000001719-03,1499,VIDA GRUPO EXPERIENCIA GLOBAL 2020,14,1,Años,1
160088,101,3067,101-0000003067-01,1499,VIDA GRUPO EXPERIENCIA GLOBAL 2020,825,1,Años,1
159806,101,2933,101-0000002933-01,1399,VIDA GRUPO SIN DIVIDENDOS PARA DEUDORES DIVERSOS,10,1,Años,1
158416,101,3169,101-0000003169-00,1399,VIDA GRUPO SIN DIVIDENDOS PARA DEUDORES DIVERSOS,10,1,Años,1
160081,101,4206,101-0000004206-00,1499,VIDA GRUPO EXPERIENCIA GLOBAL 2020,22,1,Años,1
160139,101,1382,101-0000001382-04,1499,VIDA GRUPO EXPERIENCIA GLOBAL 2020,23,1,Años,1
160138,101,1711,101-0000001711-03,1499,VIDA GRUPO EXPERIENCIA GLOBAL 2020,92,1,Años,1
158366,101,2242,101-0000002242-01,1499,VIDA GRUPO EXPERIENCIA GLOBAL 2020,89,1,Años,1
160137,101,2242,101-0000002242-02,1499,VIDA GRUPO EXPERIENCIA GLOBAL 2020,100,1,Años,1
158365,101,3114,101-0000003114-00,1499,VIDA GRUPO EXPERIENCIA GLOBAL 2020,123,1,Años,1
160097,101,3114,101-0000003114-01,1499,VIDA GRUPO EXPERIENCIA GLOBAL 2020,134,1,Años,1
160083,101,657,101-0000000657-08,1499,VIDA GRUPO EXPERIENCIA GLOBAL 2020,7,1,Años,1
158543,101,3237,101-0000003237-00,1499,VIDA GRUPO EXPERIENCIA GLOBAL 2020,334,1,Años,1
158290,101,3063,101-0000003063-00,1499,VIDA GRUPO EXPERIENCIA GLOBAL 2020,112,1,Años,1
160095,101,3063,101-0000003063-01,1499,VIDA GRUPO EXPERIENCIA GLOBAL 2020,121,1,Años,1
160185,101,4272,101-0000004272-00,1499,VIDA GRUPO EXPERIENCIA GLOBAL 2020,"1,223",1,Años,1
159858,101,4070,101-0000004070-00,1499,VIDA GRUPO EXPERIENCIA GLOBAL 2020,534,1,Años,1
158336,101,1382,101-0000001382-03,1499,VIDA GRUPO EXPERIENCIA GLOBAL 2020,146,1,Años,1
158356,101,3110,101-0000003110-00,1484,VIDA GRUPO EXPERIENCIA GLOBAL,198,1,Años,1
158797,101,3384,101-0000003384-00,1399,VIDA GRUPO SIN DIVIDENDOS PARA DEUDORES DIVERSOS,86,1,Años,1
46347,130,110018431,130-0110018431-00,1449,VIDA INDIVIDUAL DOTAL EA,1,65,Edad Alcanzada,27
46516,130,11100762,130-0011100762-00,1451,VIDA INDIVIDUAL VITALICIO,1,99,Edad Alcanzada,67
46436,130,110021561,130-0110021561-00,1451,VIDA INDIVIDUAL VITALICIO,1,20,Años,72
46428,130,110021378,130-0110021378-00,1450,VIDA INDIVIDUAL TEMPORAL,1,20,Años,20
46408,130,110020880,130-0110020880-00,1451,VIDA INDIVIDUAL VITALICIO,1,99,Edad Alcanzada,66
70791,140,4116,140-0000004116-00,1475,VIDA INDIVIDUAL TRADICIONAL,1,65,Edad Alcanzada,26
160010,140,170000309,140-0170000309-15,1476,VIDA INDIVIDUAL MI HERENCIA,1,1,Años,1
160061,140,30002234,140-0030002234-14,1476,VIDA INDIVIDUAL MI HERENCIA,1,1,Años,1
70650,140,1651,140-0000001651-00,1475,VIDA INDIVIDUAL TRADICIONAL,1,65,Edad Alcanzada,31
70687,140,2697,140-0000002697-00,1475,VIDA INDIVIDUAL TRADICIONAL,1,65,Edad Alcanzada,33
160062,140,30001876,140-0030001876-16,1476,VIDA INDIVIDUAL MI HERENCIA,1,1,Años,1
159874,140,30008301,140-0030008301-01,1475,VIDA INDIVIDUAL TRADICIONAL,1,20,Años,20
70898,140,8017,140-0000008017-00,1475,VIDA INDIVIDUAL TRADICIONAL,1,60,Edad Alcanzada,36
70892,140,8003,140-0000008003-00,1475,VIDA INDIVIDUAL TRADICIONAL,1,60,Edad Alcanzada,31
70690,140,2783,140-0000002783-00,1475,VIDA INDIVIDUAL TRADICIONAL,1,65,Edad Alcanzada,31
70896,140,8013,140-0000008013-00,1475,VIDA INDIVIDUAL TRADICIONAL,1,65,Edad Alcanzada,36
160091,140,50005444,140-0050005444-17,1476,VIDA INDIVIDUAL MI HERENCIA,1,1,Años,1
160075,140,50011791,140-0050011791-14,1476,VIDA INDIVIDUAL MI HERENCIA,1,1,Años,1
160210,140,50011815,140-0050011815-14,1476,VIDA INDIVIDUAL MI HERENCIA,1,1,Años,1
160031,140,200000302,140-0200000302-14,1476,VIDA INDIVIDUAL MI HERENCIA,1,1,Años,1
70895,140,8012,140-0000008012-00,1475,VIDA INDIVIDUAL TRADICIONAL,1,65,Edad Alcanzada,33
70918,140,8170,140-0000008170-00,1475,VIDA INDIVIDUAL TRADICIONAL,1,65,Edad Alcanzada,38
70783,140,3971,140-0000003971-00,1475,VIDA INDIVIDUAL TRADICIONAL,1,60,Edad Alcanzada,31
70845,140,7279,140-0000007279-00,1475,VIDA INDIVIDUAL TRADICIONAL,2,65,Edad Alcanzada,28
48834,150,10232,150-0000010232-00,1455,LINEA 3 PLANES LINEA  1996                        ,1,99,Edad Alcanzada,62
54833,150,10222,150-0000010222-00,1455,LINEA 3 PLANES LINEA  1996                        ,1,20,Años,66
153664,150,30654,150-0000030654-02,1460,LINEA 8 PLANES 2002; COM. NIV.                    ,1,4,Años,4
159597,150,31690,150-0000031690-02,1460,LINEA 8 PLANES 2002; COM. NIV.                    ,1,5,Años,5
49157,150,13130,150-0000013130-00,1460,LINEA 8 PLANES 2002; COM. NIV.                    ,1,20,Años,20
52995,150,30773,150-0000030773-00,1456,LINEA 4 PLANES LINEA  1996                        ,1,20,Años,60
51660,150,27535,150-0000027535-00,1461,LINEA 9 PLANES 2002 COM. DEC.                    ,2,20,Años,20
49941,150,18172,150-0000018172-00,1461,LINEA 9 PLANES 2002 COM. DEC.                    ,1,20,Años,58
49940,150,18171,150-0000018171-00,1461,LINEA 9 PLANES 2002 COM. DEC.                    ,1,20,Años,68
49155,150,13123,150-0000013123-00,1461,LINEA 9 PLANES 2002 COM. DEC.                    ,1,20,Años,69
159789,150,30508,150-0000030508-10,1464,LINEA 12  VIDA SIEMPRE                            ,1,1,Años,1
54228,150,10223,150-0000010223-00,1455,LINEA 3 PLANES LINEA  1996                        ,1,99,Edad Alcanzada,38
52231,150,29270,150-0000029270-00,1460,LINEA 8 PLANES 2002; COM. NIV.                    ,1,20,Años,20
49159,150,13138,150-0000013138-00,1460,LINEA 8 PLANES 2002; COM. NIV.                    ,1,20,Años,20
52221,150,29249,150-0000029249-00,1456,LINEA 4 PLANES LINEA  1996                        ,1,20,Años,44
49949,150,18247,150-0000018247-00,1461,LINEA 9 PLANES 2002 COM. DEC.                    ,1,20,Años,49
49921,150,18097,150-0000018097-00,1461,LINEA 9 PLANES 2002 COM. DEC.                    ,1,20,Años,57
54224,150,8734,150-0000008734-00,1455,LINEA 3 PLANES LINEA  1996                        ,1,99,Edad Alcanzada,39
51631,150,27454,150-0000027454-00,1460,LINEA 8 PLANES 2002; COM. NIV.                    ,1,20,Años,20
51578,150,27315,150-0000027315-00,1456,LINEA 4 PLANES LINEA  1996                        ,1,20,Años,67
53712,150,31725,150-0000031725-00,1461,LINEA 9 PLANES 2002 COM. DEC.                    ,1,20,Años,20
48197,150,1220,150-0000001220-00,1454,LINEA 2 DOLARES                                   ,1,99,Edad Alcanzada,78
54218,150,1,150-0000000001-00,1455,LINEA 3 PLANES LINEA  1996                        ,1,99,Edad Alcanzada,58
158421,150,18267,150-0000018267-02,1460,LINEA 8 PLANES 2002; COM. NIV.                    ,1,5,Años,5
49534,150,15547,150-0000015547-00,1460,LINEA 8 PLANES 2002; COM. NIV.                    ,1,20,Años,20
49175,150,13224,150-0000013224-00,1460,LINEA 8 PLANES 2002; COM. NIV.                    ,1,20,Años,20
49937,150,18159,150-0000018159-00,1460,LINEA 8 PLANES 2002; COM. NIV.                    ,1,20,Años,20
52975,150,30742,150-0000030742-00,1461,LINEA 9 PLANES 2002 COM. DEC.                    ,1,20,Años,20
51640,150,27474,150-0000027474-00,1461,LINEA 9 PLANES 2002 COM. DEC.                    ,1,20,Años,64
53055,150,30861,150-0000030861-00,1460,LINEA 8 PLANES 2002; COM. NIV.                    ,1,20,Años,20
52289,150,29443,150-0000029443-00,1460,LINEA 8 PLANES 2002; COM. NIV.                    ,1,20,Años,20
49936,150,18152,150-0000018152-00,1461,LINEA 9 PLANES 2002 COM. DEC.                    ,2,20,Años,60
49517,150,15452,150-0000015452-00,1461,LINEA 9 PLANES 2002 COM. DEC.                    ,2,20,Años,71
50343,150,21074,150-0000021074-00,1461,LINEA 9 PLANES 2002 COM. DEC.                    ,1,20,Años,54
154164,150,27415,150-0000027415-02,1460,LINEA 8 PLANES 2002; COM. NIV.                    ,1,5,Años,5
50853,150,23787,150-0000023787-00,1460,LINEA 8 PLANES 2002; COM. NIV.                    ,1,20,Años,20
50989,150,24816,150-0000024816-00,1456,LINEA 4 PLANES LINEA  1996                        ,1,20,Años,70
52986,150,30760,150-0000030760-00,1458,LINEA 6 PLANES 1999                               ,1,19,Años,19
49818,150,17525,150-0000017525-00,1461,LINEA 9 PLANES 2002 COM. DEC.                    ,1,20,Años,77
54633,150,6285,150-0000006285-00,1455,LINEA 3 PLANES LINEA  1996                        ,1,99,Edad Alcanzada,67
51621,150,27434,150-0000027434-00,1461,LINEA 9 PLANES 2002 COM. DEC.                    ,1,20,Años,74
52916,150,30652,150-0000030652-00,1461,LINEA 9 PLANES 2002 COM. DEC.                    ,1,99,Edad Alcanzada,32
52191,150,29147,150-0000029147-00,1456,LINEA 4 PLANES LINEA  1996                        ,1,20,Años,58
160079,150,10263,150-0000010263-01,1457,LINEA 5 PLANES 1999                               ,1,20,Años,20
154105,150,4079,150-0000004079-02,1457,LINEA 5 PLANES 1999                               ,1,5,Años,5
52685,150,30242,150-0000030242-00,1458,LINEA 6 PLANES 1999                               ,1,20,Años,20
